date,region,state_po,candidate,party,voteshare,ev
11/3/1936,Pennsylvania,PA,Landon,republican,40.84161466,
11/3/1936,Pennsylvania,PA,Roosevelt,democrat,56.88121523,
11/3/1936,Pennsylvania,PA,Other,independent,2.277170113,
11/3/1936,Rhode Island,RI,Landon,republican,40.17989704,
11/3/1936,Rhode Island,RI,Roosevelt,democrat,53.10079761,
11/3/1936,Rhode Island,RI,Other,independent,6.719305349,
11/3/1936,South Carolina,SC,Landon,republican,1.425885981,
11/3/1936,South Carolina,SC,Roosevelt,democrat,98.57411402,
11/3/1936,South Carolina,SC,Other,independent,0,
11/3/1936,South Dakota,SD,Landon,republican,42.49490643,
11/3/1936,South Dakota,SD,Roosevelt,democrat,54.01785112,
11/3/1936,South Dakota,SD,Other,independent,3.487242454,
11/3/1936,Tennessee,TN,Landon,republican,30.8114178,
11/3/1936,Tennessee,TN,Roosevelt,democrat,68.78167465,
11/3/1936,Tennessee,TN,Other,independent,0.4069075447,
11/3/1936,Texas,TX,Landon,republican,12.3168843,
11/3/1936,Texas,TX,Roosevelt,democrat,87.08022256,
11/3/1936,Texas,TX,Other,independent,0.6028931339,
11/3/1936,Utah,UT,Landon,republican,29.79319448,
11/3/1936,Utah,UT,Roosevelt,democrat,69.34100066,
11/3/1936,Utah,UT,Other,independent,0.8658048616,
11/3/1936,Vermont,VT,Landon,republican,56.38775411,
11/3/1936,Vermont,VT,Roosevelt,democrat,43.23504235,
11/3/1936,Vermont,VT,Other,independent,0.3772035438,
11/3/1936,Virginia,VA,Landon,republican,29.3899997,
11/3/1936,Virginia,VA,Roosevelt,democrat,70.22923578,
11/3/1936,Virginia,VA,Other,independent,0.3807645178,
11/3/1936,Washington,WA,Landon,republican,29.88309178,
11/3/1936,Washington,WA,Roosevelt,democrat,66.38072733,
11/3/1936,Washington,WA,Other,independent,3.736180883,
11/3/1936,West Virginia,WV,Landon,republican,39.20235678,
11/3/1936,West Virginia,WV,Roosevelt,democrat,60.55606094,
11/3/1936,West Virginia,WV,Other,independent,0.2415822735,
11/3/1936,Wisconsin,WI,Landon,republican,30.25902619,
11/3/1936,Wisconsin,WI,Roosevelt,democrat,63.80180524,
11/3/1936,Wisconsin,WI,Other,independent,5.939168574,
11/3/1936,Wyoming,WY,Landon,republican,37.47170687,
11/3/1936,Wyoming,WY,Roosevelt,democrat,60.57534194,
11/3/1936,Wyoming,WY,Other,independent,1.952951191,
11/3/1936,National Popular Vote,NPV,Landon,republican,36.5431993087,
11/3/1936,National Popular Vote,NPV,Roosevelt,democrat,60.7990430186,
11/5/1940,Alabama,AL,Willkie,republican,14.33761926,
11/5/1940,Alabama,AL,Roosevelt,democrat,85.21747406,
11/5/1940,Alabama,AL,Other,independent,0.4449066852,
11/5/1940,Arizona,AZ,Willkie,republican,36.01063723,
11/5/1940,Arizona,AZ,Roosevelt,democrat,63.49482468,
11/5/1940,Arizona,AZ,Other,independent,0.4945380868,
11/5/1940,Arkansas,AR,Willkie,republican,20.98254983,
11/5/1940,Arkansas,AR,Roosevelt,democrat,79.01745017,
11/5/1940,Arkansas,AR,Other,independent,0,
11/5/1940,California,CA,Willkie,republican,41.34308373,
11/5/1940,California,CA,Roosevelt,democrat,57.44074797,
11/5/1940,California,CA,Other,independent,1.216168302,
11/5/1940,Colorado,CO,Willkie,republican,50.92421913,
11/5/1940,Colorado,CO,Roosevelt,democrat,48.37013938,
11/5/1940,Colorado,CO,Other,independent,0.705641489,
11/5/1940,Connecticut,CT,Willkie,republican,46.29789815,
11/5/1940,Connecticut,CT,Roosevelt,democrat,53.43825096,
11/5/1940,Connecticut,CT,Other,independent,0.2638508923,
11/5/1940,Delaware,DE,Willkie,republican,45.052576,
11/5/1940,Delaware,DE,Roosevelt,democrat,54.701776,
11/5/1940,Delaware,DE,Other,independent,0.2456479974,
11/5/1940,Florida,FL,Willkie,republican,25.98559811,
11/5/1940,Florida,FL,Roosevelt,democrat,74.01440189,
11/5/1940,Florida,FL,Other,independent,0,
11/5/1940,Georgia,GA,Willkie,republican,14.83277929,
11/5/1940,Georgia,GA,Roosevelt,democrat,84.84823277,
11/5/1940,Georgia,GA,Other,independent,0.3189879412,
11/5/1940,Idaho,ID,Willkie,republican,45.30931079,
11/5/1940,Idaho,ID,Roosevelt,democrat,54.36198803,
11/5/1940,Idaho,ID,Other,independent,0.3287011838,
11/5/1940,Illinois,IL,Willkie,republican,48.53654691,
11/5/1940,Illinois,IL,Roosevelt,democrat,50.97124541,
11/5/1940,Illinois,IL,Other,independent,0.4922076798,
11/5/1940,Indiana,IN,Willkie,republican,50.45393429,
11/5/1940,Indiana,IN,Roosevelt,democrat,49.02899851,
11/5/1940,Indiana,IN,Other,independent,0.5170672002,
11/5/1940,Iowa,IA,Willkie,republican,52.0285002,
11/5/1940,Iowa,IA,Roosevelt,democrat,47.62100656,
11/5/1940,Iowa,IA,Other,independent,0.3504932411,
11/5/1940,Kansas,KS,Willkie,republican,56.86047958,
11/5/1940,Kansas,KS,Roosevelt,democrat,42.39524257,
11/5/1940,Kansas,KS,Other,independent,0.7442778482,
11/5/1940,Kentucky,KY,Willkie,republican,42.30052063,
11/5/1940,Kentucky,KY,Roosevelt,democrat,57.44622295,
11/5/1940,Kentucky,KY,Other,independent,0.2532564116,
11/5/1940,Louisiana,LA,Willkie,republican,14.0868374,
11/5/1940,Louisiana,LA,Roosevelt,democrat,85.88415412,
11/5/1940,Louisiana,LA,Other,independent,0.02900847423,
11/5/1940,Maine,ME,Willkie,republican,51.10054856,
11/5/1940,Maine,ME,Roosevelt,democrat,48.77135021,
11/5/1940,Maine,ME,Other,independent,0.1281012343,
11/5/1940,Maryland,MD,Willkie,republican,40.83124658,
11/5/1940,Maryland,MD,Roosevelt,democrat,58.25421857,
11/5/1940,Maryland,MD,Other,independent,0.9145348476,
11/5/1940,Massachusetts,MA,Willkie,republican,46.35931155,
11/5/1940,Massachusetts,MA,Roosevelt,democrat,53.10931019,
11/5/1940,Massachusetts,MA,Other,independent,0.5313782534,
11/5/1940,Michigan,MI,Willkie,republican,49.85390203,
11/5/1940,Michigan,MI,Roosevelt,democrat,49.52186771,
11/5/1940,Michigan,MI,Other,independent,0.624230259,
11/5/1940,Minnesota,MN,Willkie,republican,47.65662714,
11/5/1940,Minnesota,MN,Roosevelt,democrat,51.486747,
11/5/1940,Minnesota,MN,Other,independent,0.8566258628,
11/5/1940,Mississippi,MS,Willkie,republican,4.188279188,
11/5/1940,Mississippi,MS,Roosevelt,democrat,95.70195195,
11/5/1940,Mississippi,MS,Other,independent,0.1097688598,
11/5/1940,Missouri,MO,Willkie,republican,47.4993306,
11/5/1940,Missouri,MO,Roosevelt,democrat,52.26922844,
11/5/1940,Missouri,MO,Other,independent,0.2314409599,
11/5/1940,Montana,MT,Willkie,republican,40.17339525,
11/5/1940,Montana,MT,Roosevelt,democrat,58.77929424,
11/5/1940,Montana,MT,Other,independent,1.047310518,
11/5/1940,Nebraska,NE,Willkie,republican,57.18681297,
11/5/1940,Nebraska,NE,Roosevelt,democrat,42.81318703,
11/5/1940,Nebraska,NE,Other,independent,0,
11/5/1940,Nevada,NV,Willkie,republican,39.9236469,
11/5/1940,Nevada,NV,Roosevelt,democrat,60.0763531,
11/5/1940,Nevada,NV,Other,independent,0,
11/5/1940,New Hampshire,NH,Willkie,republican,46.77914697,
11/5/1940,New Hampshire,NH,Roosevelt,democrat,53.22085303,
11/5/1940,New Hampshire,NH,Other,independent,0,
11/5/1940,New Jersey,NJ,Willkie,republican,47.93156277,
11/5/1940,New Jersey,NJ,Roosevelt,democrat,51.54784259,
11/5/1940,New Jersey,NJ,Other,independent,0.5205946409,
11/5/1940,New Mexico,NM,Willkie,republican,43.28051163,
11/5/1940,New Mexico,NM,Roosevelt,democrat,56.58634275,
11/5/1940,New Mexico,NM,Other,independent,0.1331456198,
11/5/1940,New York,NY,Willkie,republican,47.94943598,
11/5/1940,New York,NY,Roosevelt,democrat,51.50413445,
11/5/1940,New York,NY,Other,independent,0.5464295664,
11/5/1940,North Carolina,NC,Willkie,republican,25.96894419,
11/5/1940,North Carolina,NC,Roosevelt,democrat,74.03105581,
11/5/1940,North Carolina,NC,Other,independent,0,
11/5/1940,North Dakota,ND,Willkie,republican,55.05832072,
11/5/1940,North Dakota,ND,Roosevelt,democrat,44.17629775,
11/5/1940,North Dakota,ND,Other,independent,0.7653815333,
11/5/1940,Ohio,OH,Willkie,republican,47.79563434,
11/5/1940,Ohio,OH,Roosevelt,democrat,52.20436566,
11/5/1940,Ohio,OH,Other,independent,0,
11/5/1940,Oklahoma,OK,Willkie,republican,42.22548208,
11/5/1940,Oklahoma,OK,Roosevelt,democrat,57.40814706,
11/5/1940,Oklahoma,OK,Other,independent,0.3663708588,
11/5/1940,Oregon,OR,Willkie,republican,45.62276619,
11/5/1940,Oregon,OR,Roosevelt,democrat,53.69773917,
11/5/1940,Oregon,OR,Other,independent,0.6794946388,
11/5/1940,Pennsylvania,PA,Willkie,republican,46.33440835,
11/5/1940,Pennsylvania,PA,Roosevelt,democrat,53.22841955,
11/5/1940,Pennsylvania,PA,Other,independent,0.4371721087,
11/5/1940,Rhode Island,RI,Willkie,republican,43.17417515,
11/5/1940,Rhode Island,RI,Roosevelt,democrat,56.728362,
11/5/1940,Rhode Island,RI,Other,independent,0.09746285202,
11/5/1940,South Carolina,SC,Willkie,republican,4.367337126,
11/5/1940,South Carolina,SC,Roosevelt,democrat,95.63065951,
11/5/1940,South Carolina,SC,Other,independent,0.002003365654,
11/5/1940,South Dakota,SD,Willkie,republican,57.40904655,
11/5/1940,South Dakota,SD,Roosevelt,democrat,42.59095345,
11/5/1940,South Dakota,SD,Other,independent,0,
11/5/1940,Tennessee,TN,Willkie,republican,32.35377939,
11/5/1940,Tennessee,TN,Roosevelt,democrat,67.25048439,
11/5/1940,Tennessee,TN,Other,independent,0.3957362243,
11/5/1940,Texas,TX,Willkie,republican,18.91384053,
11/5/1940,Texas,TX,Roosevelt,democrat,80.92031256,
11/5/1940,Texas,TX,Other,independent,0.1658469175,
11/5/1940,Utah,UT,Willkie,republican,37.58832051,
11/5/1940,Utah,UT,Roosevelt,democrat,62.25390305,
11/5/1940,Utah,UT,Other,independent,0.1577764417,
11/5/1940,Vermont,VT,Willkie,republican,54.78114384,
11/5/1940,Vermont,VT,Roosevelt,democrat,44.92387916,
11/5/1940,Vermont,VT,Other,independent,0.294977003,
11/5/1940,Virginia,VA,Willkie,republican,31.55244989,
11/5/1940,Virginia,VA,Roosevelt,democrat,68.07739024,
11/5/1940,Virginia,VA,Other,independent,0.3701598641,
11/5/1940,Washington,WA,Willkie,republican,40.57818206,
11/5/1940,Washington,WA,Roosevelt,democrat,58.21690456,
11/5/1940,Washington,WA,Other,independent,1.204913376,
11/5/1940,West Virginia,WV,Willkie,republican,42.90108239,
11/5/1940,West Virginia,WV,Roosevelt,democrat,57.09891761,
11/5/1940,West Virginia,WV,Other,independent,0,
11/5/1940,Wisconsin,WI,Willkie,republican,48.32411019,
11/5/1940,Wisconsin,WI,Roosevelt,democrat,50.14656476,
11/5/1940,Wisconsin,WI,Other,independent,1.529325048,
11/5/1940,Wyoming,WY,Willkie,republican,46.89326443,
11/5/1940,Wyoming,WY,Roosevelt,democrat,52.82163222,
11/5/1940,Wyoming,WY,Other,independent,0.28510335,
11/5/1940,National Popular Vote,NPV,Willkie,republican,44.7747265574,
11/5/1940,National Popular Vote,NPV,Roosevelt,democrat,54.7242802315,
11/7/1944,Alabama,AL,Dewey,republican,18.19868188,
11/7/1944,Alabama,AL,Roosevelt,democrat,81.27627756,
11/7/1944,Alabama,AL,Other,independent,0.5250405527,
11/7/1944,Arizona,AZ,Dewey,republican,40.89614485,
11/7/1944,Arizona,AZ,Roosevelt,democrat,58.79797143,
11/7/1944,Arizona,AZ,Other,independent,0.3058837206,
11/7/1944,Arkansas,AR,Dewey,republican,29.84259511,
11/7/1944,Arkansas,AR,Roosevelt,democrat,69.95172666,
11/7/1944,Arkansas,AR,Other,independent,0.2056782216,
11/7/1944,California,CA,Dewey,republican,42.97127845,
11/7/1944,California,CA,Roosevelt,democrat,56.47925587,
11/7/1944,California,CA,Other,independent,0.5494656868,
11/7/1944,Colorado,CO,Dewey,republican,53.20995012,
11/7/1944,Colorado,CO,Roosevelt,democrat,46.39859496,
11/7/1944,Colorado,CO,Other,independent,0.3914549173,
11/7/1944,Connecticut,CT,Dewey,republican,46.93890552,
11/7/1944,Connecticut,CT,Roosevelt,democrat,52.30183055,
11/7/1944,Connecticut,CT,Other,independent,0.7592639335,
11/7/1944,Delaware,DE,Dewey,republican,45.26686928,
11/7/1944,Delaware,DE,Roosevelt,democrat,54.3757628,
11/7/1944,Delaware,DE,Other,independent,0.3573679214,
11/7/1944,Florida,FL,Dewey,republican,29.67620682,
11/7/1944,Florida,FL,Roosevelt,democrat,70.32379318,
11/7/1944,Florida,FL,Other,independent,0,
11/7/1944,Georgia,GA,Dewey,republican,18.25003276,
11/7/1944,Georgia,GA,Roosevelt,democrat,81.73716661,
11/7/1944,Georgia,GA,Other,independent,0.01280062418,
11/7/1944,Idaho,ID,Dewey,republican,48.06860566,
11/7/1944,Idaho,ID,Roosevelt,democrat,51.55457203,
11/7/1944,Idaho,ID,Other,independent,0.3768223079,
11/7/1944,Illinois,IL,Dewey,republican,48.04967021,
11/7/1944,Illinois,IL,Roosevelt,democrat,51.5224869,
11/7/1944,Illinois,IL,Other,independent,0.4278428894,
11/7/1944,Indiana,IN,Dewey,republican,52.38297437,
11/7/1944,Indiana,IN,Roosevelt,democrat,46.73208575,
11/7/1944,Indiana,IN,Other,independent,0.8849398747,
11/7/1944,Iowa,IA,Dewey,republican,51.99197415,
11/7/1944,Iowa,IA,Roosevelt,democrat,47.48968981,
11/7/1944,Iowa,IA,Other,independent,0.5183360425,
11/7/1944,Kansas,KS,Dewey,republican,60.24944942,
11/7/1944,Kansas,KS,Roosevelt,democrat,39.17517062,
11/7/1944,Kansas,KS,Other,independent,0.5753799525,
11/7/1944,Kentucky,KY,Dewey,republican,45.2170186,
11/7/1944,Kentucky,KY,Roosevelt,democrat,54.45069309,
11/7/1944,Kentucky,KY,Other,independent,0.3322883073,
11/7/1944,Louisiana,LA,Dewey,republican,19.391327,
11/7/1944,Louisiana,LA,Roosevelt,democrat,80.5889239,
11/7/1944,Louisiana,LA,Other,independent,0.01974910056,
11/7/1944,Maine,ME,Dewey,republican,52.44062078,
11/7/1944,Maine,ME,Roosevelt,democrat,47.44635628,
11/7/1944,Maine,ME,Other,independent,0.113022942,
11/7/1944,Maryland,MD,Dewey,republican,48.14763682,
11/7/1944,Maryland,MD,Roosevelt,democrat,51.85236318,
11/7/1944,Maryland,MD,Other,independent,0,
11/7/1944,Massachusetts,MA,Dewey,republican,46.99170945,
11/7/1944,Massachusetts,MA,Roosevelt,democrat,52.80330908,
11/7/1944,Massachusetts,MA,Other,independent,0.2049814731,
11/7/1944,Michigan,MI,Dewey,republican,49.17520813,
11/7/1944,Michigan,MI,Roosevelt,democrat,50.19442478,
11/7/1944,Michigan,MI,Other,independent,0.6303670876,
11/7/1944,Minnesota,MN,Dewey,republican,46.8593879,
11/7/1944,Minnesota,MN,Roosevelt,democrat,52.40771228,
11/7/1944,Minnesota,MN,Other,independent,0.7328998187,
11/7/1944,Mississippi,MS,Dewey,republican,6.442136828,
11/7/1944,Mississippi,MS,Roosevelt,democrat,93.55786317,
11/7/1944,Mississippi,MS,Other,independent,0,
11/7/1944,Missouri,MO,Dewey,republican,48.42840009,
11/7/1944,Missouri,MO,Roosevelt,democrat,51.37153301,
11/7/1944,Missouri,MO,Other,independent,0.2000669009,
11/7/1944,Montana,MT,Dewey,republican,44.92922765,
11/7/1944,Montana,MT,Roosevelt,democrat,54.28178727,
11/7/1944,Montana,MT,Other,independent,0.7889850739,
11/7/1944,Nebraska,NE,Dewey,republican,58.58014015,
11/7/1944,Nebraska,NE,Roosevelt,democrat,41.41985985,
11/7/1944,Nebraska,NE,Other,independent,0,
11/7/1944,Nevada,NV,Dewey,republican,45.37928237,
11/7/1944,Nevada,NV,Roosevelt,democrat,54.62071763,
11/7/1944,Nevada,NV,Other,independent,0,
11/7/1944,New Hampshire,NH,Dewey,republican,47.86719332,
11/7/1944,New Hampshire,NH,Roosevelt,democrat,52.11190322,
11/7/1944,New Hampshire,NH,Other,independent,0.02090346518,
11/7/1944,New Jersey,NJ,Dewey,republican,48.9537678,
11/7/1944,New Jersey,NJ,Roosevelt,democrat,50.30520516,
11/7/1944,New Jersey,NJ,Other,independent,0.7410270394,
11/7/1944,New Mexico,NM,Dewey,republican,46.43652488,
11/7/1944,New Mexico,NM,Roosevelt,democrat,53.46625062,
11/7/1944,New Mexico,NM,Other,independent,0.0972245032,
11/7/1944,New York,NY,Dewey,republican,47.29671605,
11/7/1944,New York,NY,Roosevelt,democrat,52.30859149,
11/7/1944,New York,NY,Other,independent,0.3946924535,
11/7/1944,North Carolina,NC,Dewey,republican,33.28741617,
11/7/1944,North Carolina,NC,Roosevelt,democrat,66.71258383,
11/7/1944,North Carolina,NC,Other,independent,0,
11/7/1944,North Dakota,ND,Dewey,republican,53.83769888,
11/7/1944,North Dakota,ND,Roosevelt,democrat,45.48464603,
11/7/1944,North Dakota,ND,Other,independent,0.6776550954,
11/7/1944,Ohio,OH,Dewey,republican,50.18283849,
11/7/1944,Ohio,OH,Roosevelt,democrat,49.81716151,
11/7/1944,Ohio,OH,Other,independent,0,
11/7/1944,Oklahoma,OK,Dewey,republican,44.20261376,
11/7/1944,Oklahoma,OK,Roosevelt,democrat,55.56725654,
11/7/1944,Oklahoma,OK,Other,independent,0.2301296919,
11/7/1944,Oregon,OR,Dewey,republican,46.93666731,
11/7/1944,Oregon,OR,Roosevelt,democrat,51.78309976,
11/7/1944,Oregon,OR,Other,independent,1.280232929,
11/7/1944,Pennsylvania,PA,Dewey,republican,48.35715677,
11/7/1944,Pennsylvania,PA,Roosevelt,democrat,51.13530567,
11/7/1944,Pennsylvania,PA,Other,independent,0.5075375653,
11/7/1944,Rhode Island,RI,Dewey,republican,41.26191208,
11/7/1944,Rhode Island,RI,Roosevelt,democrat,58.59340542,
11/7/1944,Rhode Island,RI,Other,independent,0.1446825004,
11/7/1944,South Carolina,SC,Dewey,republican,4.45949214,
11/7/1944,South Carolina,SC,Roosevelt,democrat,87.64304716,
11/7/1944,South Carolina,SC,Other,independent,7.897460701,
11/7/1944,South Dakota,SD,Dewey,republican,58.32787535,
11/7/1944,South Dakota,SD,Roosevelt,democrat,41.67212465,
11/7/1944,South Dakota,SD,Other,independent,0,
11/7/1944,Tennessee,TN,Dewey,republican,39.22344583,
11/7/1944,Tennessee,TN,Roosevelt,democrat,60.44876364,
11/7/1944,Tennessee,TN,Other,independent,0.3277905274,
11/7/1944,Texas,TX,Dewey,republican,16.6408625,
11/7/1944,Texas,TX,Roosevelt,democrat,71.42335554,
11/7/1944,Texas,TX,Other,independent,11.93578196,
11/7/1944,Utah,UT,Dewey,republican,39.42146996,
11/7/1944,Utah,UT,Roosevelt,democrat,60.44160938,
11/7/1944,Utah,UT,Other,independent,0.1369206545,
11/7/1944,Vermont,VT,Dewey,republican,57.0568199,
11/7/1944,Vermont,VT,Roosevelt,democrat,42.93201235,
11/7/1944,Vermont,VT,Other,independent,0.01116774755,
11/7/1944,Virginia,VA,Dewey,republican,37.3870291,
11/7/1944,Virginia,VA,Roosevelt,democrat,62.36431265,
11/7/1944,Virginia,VA,Other,independent,0.2486582494,
11/7/1944,Washington,WA,Dewey,republican,42.2372035,
11/7/1944,Washington,WA,Roosevelt,democrat,56.84434002,
11/7/1944,Washington,WA,Other,independent,0.9184564793,
11/7/1944,West Virginia,WV,Dewey,republican,45.11190672,
11/7/1944,West Virginia,WV,Roosevelt,democrat,54.88809328,
11/7/1944,West Virginia,WV,Other,independent,0,
11/7/1944,Wisconsin,WI,Dewey,republican,50.37008495,
11/7/1944,Wisconsin,WI,Roosevelt,democrat,48.5690198,
11/7/1944,Wisconsin,WI,Other,independent,1.060895253,
11/7/1944,Wyoming,WY,Dewey,republican,51.23445826,
11/7/1944,Wyoming,WY,Roosevelt,democrat,48.76554174,
11/7/1944,Wyoming,WY,Other,independent,0,
11/7/1944,National Popular Vote,NPV,Dewey,republican,45.8925876541,
11/7/1944,National Popular Vote,NPV,Roosevelt,democrat,53.3857200015,
11/2/1948,Alabama,AL,Dewey,republican,19.03898037,
11/2/1948,Alabama,AL,Truman,democrat,0,
11/2/1948,Alabama,AL,Thurmond,independent,79.74834868,
11/2/1948,Alabama,AL,Wallace,independent,0.7079728347,
11/2/1948,Alabama,AL,Other,independent,0.5046981115,
11/2/1948,Arizona,AZ,Dewey,republican,43.82401943,
11/2/1948,Arizona,AZ,Truman,democrat,53.7943693,
11/2/1948,Arizona,AZ,Thurmond,independent,0,
11/2/1948,Arizona,AZ,Wallace,independent,1.869370005,
11/2/1948,Arizona,AZ,Other,independent,0.5122412673,
11/2/1948,Arkansas,AR,Dewey,republican,21.01618724,
11/2/1948,Arkansas,AR,Truman,democrat,61.72141458,
11/2/1948,Arkansas,AR,Thurmond,independent,16.52459016,
11/2/1948,Arkansas,AR,Wallace,independent,0.3097226518,
11/2/1948,Arkansas,AR,Other,independent,0.4280853696,
11/2/1948,California,CA,Dewey,republican,47.12796448,
11/2/1948,California,CA,Truman,democrat,47.5721975,
11/2/1948,California,CA,Thurmond,independent,0.03053558116,
11/2/1948,California,CA,Wallace,independent,4.734034591,
11/2/1948,California,CA,Other,independent,0.5352678503,
11/2/1948,Colorado,CO,Dewey,republican,46.52499723,
11/2/1948,Colorado,CO,Truman,democrat,51.87670916,
11/2/1948,Colorado,CO,Thurmond,independent,0,
11/2/1948,Colorado,CO,Wallace,independent,1.186832467,
11/2/1948,Colorado,CO,Other,independent,0.4114611334,
11/2/1948,Connecticut,CT,Dewey,republican,49.54669854,
11/2/1948,Connecticut,CT,Truman,democrat,47.91039911,
11/2/1948,Connecticut,CT,Thurmond,independent,0,
11/2/1948,Connecticut,CT,Wallace,independent,1.55209062,
11/2/1948,Connecticut,CT,Other,independent,0.9908117322,
11/2/1948,Delaware,DE,Dewey,republican,50.03703091,
11/2/1948,Delaware,DE,Truman,democrat,48.76072279,
11/2/1948,Delaware,DE,Thurmond,independent,0,
11/2/1948,Delaware,DE,Wallace,independent,0.7549991731,
11/2/1948,Delaware,DE,Other,independent,0.4472471292,
11/2/1948,Florida,FL,Dewey,republican,33.63323021,
11/2/1948,Florida,FL,Truman,democrat,48.81700289,
11/2/1948,Florida,FL,Thurmond,independent,15.5381438,
11/2/1948,Florida,FL,Wallace,independent,2.011623096,
11/2/1948,Florida,FL,Other,independent,0,
11/2/1948,Georgia,GA,Dewey,republican,18.31365638,
11/2/1948,Georgia,GA,Truman,democrat,60.80895206,
11/2/1948,Georgia,GA,Thurmond,independent,20.31096274,
11/2/1948,Georgia,GA,Wallace,independent,0.3906735058,
11/2/1948,Georgia,GA,Other,independent,0.175755318,
11/2/1948,Idaho,ID,Dewey,republican,47.25625652,
11/2/1948,Idaho,ID,Truman,democrat,49.98231044,
11/2/1948,Idaho,ID,Thurmond,independent,0,
11/2/1948,Idaho,ID,Wallace,independent,2.314538954,
11/2/1948,Idaho,ID,Other,independent,0.4468940861,
11/2/1948,Illinois,IL,Dewey,republican,49.22390454,
11/2/1948,Illinois,IL,Truman,democrat,50.0675695,
11/2/1948,Illinois,IL,Thurmond,independent,0,
11/2/1948,Illinois,IL,Wallace,independent,0,
11/2/1948,Illinois,IL,Other,independent,0.7085259558,
11/2/1948,Indiana,IN,Dewey,republican,49.5756587,
11/2/1948,Indiana,IN,Truman,democrat,48.77588283,
11/2/1948,Indiana,IN,Thurmond,independent,0,
11/2/1948,Indiana,IN,Wallace,independent,0.5825937952,
11/2/1948,Indiana,IN,Other,independent,1.065864677,
11/2/1948,Iowa,IA,Dewey,republican,47.58078808,
11/2/1948,Iowa,IA,Truman,democrat,50.31244221,
11/2/1948,Iowa,IA,Thurmond,independent,0,
11/2/1948,Iowa,IA,Wallace,independent,1.167805739,
11/2/1948,Iowa,IA,Other,independent,0.9389639709,
11/2/1948,Kansas,KS,Dewey,republican,53.62941308,
11/2/1948,Kansas,KS,Truman,democrat,44.61124795,
11/2/1948,Kansas,KS,Thurmond,independent,0,
11/2/1948,Kansas,KS,Wallace,independent,0.5835305691,
11/2/1948,Kansas,KS,Other,independent,1.175808392,
11/2/1948,Kentucky,KY,Dewey,republican,41.47653095,
11/2/1948,Kentucky,KY,Truman,democrat,56.73755072,
11/2/1948,Kentucky,KY,Thurmond,independent,1.265531971,
11/2/1948,Kentucky,KY,Wallace,independent,0.1904801266,
11/2/1948,Kentucky,KY,Other,independent,0.3299062308,
11/2/1948,Louisiana,LA,Dewey,republican,17.45152953,
11/2/1948,Louisiana,LA,Truman,democrat,32.74854925,
11/2/1948,Louisiana,LA,Thurmond,independent,49.06854079,
11/2/1948,Louisiana,LA,Wallace,independent,0.7289785174,
11/2/1948,Louisiana,LA,Other,independent,0.002401906153,
11/2/1948,Maine,ME,Dewey,republican,56.73725117,
11/2/1948,Maine,ME,Truman,democrat,42.26610622,
11/2/1948,Maine,ME,Thurmond,independent,0,
11/2/1948,Maine,ME,Wallace,independent,0.7115099192,
11/2/1948,Maine,ME,Other,independent,0.2851326906,
11/2/1948,Maryland,MD,Dewey,republican,49.40450954,
11/2/1948,Maryland,MD,Truman,democrat,48.01478043,
11/2/1948,Maryland,MD,Thurmond,independent,0.4149245477,
11/2/1948,Maryland,MD,Wallace,independent,1.672936898,
11/2/1948,Maryland,MD,Other,independent,0.4928485844,
11/2/1948,Massachusetts,MA,Dewey,republican,43.156478,
11/2/1948,Massachusetts,MA,Truman,democrat,54.6610439,
11/2/1948,Massachusetts,MA,Thurmond,independent,0,
11/2/1948,Massachusetts,MA,Wallace,independent,1.810837977,
11/2/1948,Massachusetts,MA,Other,independent,0.3716401237,
11/2/1948,Michigan,MI,Dewey,republican,49.23163487,
11/2/1948,Michigan,MI,Truman,democrat,47.56559154,
11/2/1948,Michigan,MI,Thurmond,independent,0,
11/2/1948,Michigan,MI,Wallace,independent,2.204910957,
11/2/1948,Michigan,MI,Other,independent,0.9978626371,
11/2/1948,Minnesota,MN,Dewey,republican,39.89495358,
11/2/1948,Minnesota,MN,Truman,democrat,57.16475311,
11/2/1948,Minnesota,MN,Thurmond,independent,0,
11/2/1948,Minnesota,MN,Wallace,independent,2.298746273,
11/2/1948,Minnesota,MN,Other,independent,0.6415470383,
11/2/1948,Mississippi,MS,Dewey,republican,2.623965867,
11/2/1948,Mississippi,MS,Truman,democrat,10.08585254,
11/2/1948,Mississippi,MS,Thurmond,independent,87.17310994,
11/2/1948,Mississippi,MS,Wallace,independent,0.1170716478,
11/2/1948,Mississippi,MS,Other,independent,0,
11/2/1948,Missouri,MO,Dewey,republican,41.49419623,
11/2/1948,Missouri,MO,Truman,democrat,58.10837005,
11/2/1948,Missouri,MO,Thurmond,independent,0.002660538138,
11/2/1948,Missouri,MO,Wallace,independent,0.2532578923,
11/2/1948,Missouri,MO,Other,independent,0.1415152905,
11/2/1948,Montana,MT,Dewey,republican,43.14734392,
11/2/1948,Montana,MT,Truman,democrat,53.09080694,
11/2/1948,Montana,MT,Thurmond,independent,0,
11/2/1948,Montana,MT,Wallace,independent,3.260685399,
11/2/1948,Montana,MT,Other,independent,0.5011637343,
11/2/1948,Nebraska,NE,Dewey,republican,54.15265677,
11/2/1948,Nebraska,NE,Truman,democrat,45.84713871,
11/2/1948,Nebraska,NE,Thurmond,independent,0,
11/2/1948,Nebraska,NE,Wallace,independent,0,
11/2/1948,Nebraska,NE,Other,independent,0.0002045240725,
